Internal ID,Date,Document Number,Name,Amount Remaining,Amount,Memo,PO/Check Number,Status,Customer Internal ID
74145,2/28/2020,I146258,Bluestem Brands,85.17,85.17,PO000077969526,,Open,4871
74146,2/28/2020,I146257,Bluestem Brands,302.94,302.94,PO000077962184,,Open,4871
74147,2/28/2020,I146251,Bluestem Brands,99.74,99.74,PO000077971510,,Open,4871
74130,3/2/2020,I146393,Bluestem Brands,79.79,79.79,PO000077995896,,Open,4871
74131,3/2/2020,I146392,Bluestem Brands,294.00,294.00,PO000077977550,,Open,4871
74132,3/2/2020,I146391,Bluestem Brands,294.00,294.00,PO000077998481,,Open,4871
74133,3/2/2020,I146390,Bluestem Brands,294.00,294.00,PO000077991339,,Open,4871
74134,3/2/2020,I146388,Bluestem Brands,99.74,99.74,PO000077991669,,Open,4871
74135,3/2/2020,I146387,Bluestem Brands,85.17,85.17,PO000077982393,,Open,4871
74136,3/2/2020,I146386,Bluestem Brands,85.17,85.17,PO000077981358,,Open,4871
74137,3/2/2020,I146385,Bluestem Brands,85.17,85.17,PO000077981034,,Open,4871
74138,3/2/2020,I146384,Bluestem Brands,85.17,85.17,PO000077980850,,Open,4871
74139,3/2/2020,I146382,Bluestem Brands,796.47,796.47,PO000077980245,,Open,4871
74140,3/2/2020,I146363,Bluestem Brands,85.17,85.17,PO000077977438,,Open,4871
74129,3/3/2020,I146478,Bluestem Brands,85.17,85.17,PO000078022741,,Open,4871
74120,3/4/2020,I147145,Bluestem Brands,85.17,85.17,PO000078033141,,Open,4871
74121,3/4/2020,I146590,Bluestem Brands,294.00,294.00,PO000078036878,,Open,4871
74122,3/4/2020,I146589,Bluestem Brands,99.74,99.74,PO000078036365,,Open,4871
74123,3/4/2020,I146580,Bluestem Brands,79.79,79.79,PO000078042110,,Open,4871
74124,3/4/2020,I146578,Bluestem Brands,159.58,159.58,PO000078043059,,Open,4871
74125,3/4/2020,I146577,Bluestem Brands,85.17,85.17,PO000078042245,,Open,4871
74126,3/4/2020,I146570,Bluestem Brands,99.74,99.74,PO000078029563,,Open,4871
74127,3/4/2020,I146569,Bluestem Brands,85.17,85.17,PO000078031991,,Open,4871
74128,3/4/2020,I146550,Bluestem Brands,85.17,85.17,PO000078040890,,Open,4871
74114,3/5/2020,I146670,Bluestem Brands,796.47,796.47,PO000078046783,,Open,4871
74115,3/5/2020,I146668,Bluestem Brands,85.17,85.17,PO000078051569,,Open,4871
74116,3/5/2020,I146666,Bluestem Brands,170.34,170.34,PO000078045519,,Open,4871
74117,3/5/2020,I146647,Bluestem Brands,159.58,159.58,PO000078056709,,Open,4871
74118,3/5/2020,I146638,Bluestem Brands,85.17,85.17,PO000078054720,,Open,4871
74119,3/5/2020,I146637,Bluestem Brands,85.17,85.17,PO000078054360,,Open,4871
73605,4/2/2020,CN-25692,Bluestem Brands,85.17,-85.17,I146872 PO000078073698 RTN 8651,,Open,4871
73606,4/2/2020,CN-25690,Bluestem Brands,1497.92,-1497.92,I147496 PO000078183506  RTN 8652,,Open,4871
73604,4/3/2020,CN-25706,Bluestem Brands,99.74,-99.74,I147521  PO000078174114  RTN 8688,,Open,4871
74110,4/13/2020,I149473,Bluestem Brands,24.48,24.48,PO000078535295,,Open,4871
73497,4/14/2020,CN-25645,Bluestem Brands,193.19,-193.19,I148383 PO000078327210 RTN 8747,,Open,4871
73494,4/21/2020,CN-25681,Bluestem Brands,193.19,-193.19,I149295  PO000078477504 RTN 8810,,Open,4871
73490,4/27/2020,CN-25702,Bluestem Brands,86.87,-86.87,I149522  PO000078502798 RTN 8891,,Open,4871
73485,5/14/2020,CN-25790,Bluestem Brands,440.64,-440.64,I153210  PO000079048049 RTN 9007,,Open,4871
73483,5/21/2020,CN-25841,Bluestem Brands,440.64,-440.64,I153177 PO000079043587 RTN 9067,,Open,4871
73482,5/27/2020,CN-25863,Bluestem Brands,440.64,-440.64,I155639  PO000079204884 RTN 9142,,Open,4871
73480,6/2/2020,CN-25952,Bluestem Brands,290.27,-290.27,I155295  PO000079173571 RTN 9210,,Open,4871
73481,6/2/2020,CN-25951,Bluestem Brands,86.87,-86.87,I156622 PO000079305217 RTN 9208,,Open,4871
73475,6/11/2020,CN-25999,Bluestem Brands,86.87,-86.87,I156202  PO000079288775 RTN 9318,,Open,4871
73476,6/11/2020,CN-25998,Bluestem Brands,85.17,-85.17,I147535 PO000078157088  RTN 9321,,Open,4871
73472,6/24/2020,CN-26113,Bluestem Brands,290.27,-290.27,I160287   PO000079706340  RTN 9521,,Open,4871
73471,6/25/2020,CN-26124,Bluestem Brands,290.27,-290.27,I161269   PO000079826215 RTN 9571,,Open,4871
73735,7/7/2020,CN-26210,Bluestem Brands,311.30,-311.30,I162018   PO000079962761  RTN 9663,,Open,4871
73689,8/27/2020,CN-26577,Bluestem Brands,290.27,-290.27,I168128  PO000080584552 RTN 10138,,Open,4871
73683,8/31/2020,CN-26595,Bluestem Brands,290.27,-290.27,I168774  PO000080664629 RTN 10194,,Open,4871
73770,1/26/2021,ach 200108404744,Bluestem Brands,12712.68,-12712.68,ach 200108404744,,Open,4871
388849,6/15/2021,CM40558258,Bluestem Brands,529.30,-1201.25,I301212 - PO000086318079,PO000086318079,Open,4871
678324,7/21/2021,CM40558549,Bluestem Brands,86.87,-86.87,I6000327 -  O5261462 - PO000086889112,I6000327 -  O5261462 - PO000086889112,Open,4871
1280982,9/21/2021,CM40558846,Bluestem Brands,350.88,-350.88,"for credit, sealed back to stock O5268951 = I6003345",PO000087763002 = I6003345 = O5268951,Open,4871
1355741,9/28/2021,I6004035,Bluestem Brands,529.30,529.30,,PO000087998057,Open,4871
1536675,10/19/2021,CM40558995,Bluestem Brands,708.27,-708.27,Refund Return To Shipper O5273107 = I6004611,PO000088232485 = O5273107 = I6004611,Open,4871
1718969,11/2/2021,CM40559060,Bluestem Brands,86.87,-86.87,Refund Return To Shipper O5274532 = I6005078,PO000088443544 = O5274532 = I6005078,Open,4871
2268436,12/8/2021,CM40559181,Bluestem Brands,86.87,-86.87,return to Shipper (UDI Completed) refund order O5286477,PO000089948633,Open,4871
2296010,12/10/2021,I26068394,Bluestem Brands,708.27,708.27,,PO000090262133,Open,4871
2324010,12/10/2021,CM40559199,Bluestem Brands,708.27,-708.27,CANCELLED REFUND ORDER O5288553,PO000090262133  =  I26068394,Open,4871
3271963,2/21/2022,I260703601,Bluestem Brands,311.69,311.69,,PO000091335855,Open,4871
3283380,2/21/2022,CM40559818,Bluestem Brands,311.69,-311.69,Order cancelled (do not bill) (Sealed BTS),PO000091335855 = O5300037 = I260703601,Open,4871
3343758,2/28/2022,I260703839,Bluestem Brands,398.20,398.20,,PO000091431627,Open,4871
3343763,2/28/2022,I260703847,Bluestem Brands,877.61,877.61,,PO000091426765,Open,4871
3343855,2/28/2022,I260703834,Bluestem Brands,141.65,141.65,,PO000091416619,Open,4871
3343856,2/28/2022,I260703836,Bluestem Brands,141.65,141.65,,PO000091436823,Open,4871
3343860,2/28/2022,I260703842,Bluestem Brands,529.30,529.30,,PO000091425365,Open,4871
3343874,2/28/2022,I260703862,Bluestem Brands,398.20,398.20,,PO000091431471,Open,4871
3343876,2/28/2022,I260703866,Bluestem Brands,874.35,874.35,,PO000091413817,Open,4871
3343878,2/28/2022,I260703869,Bluestem Brands,529.30,529.30,,PO000091427365,Open,4871
3355821,3/1/2022,I260703945,Bluestem Brands,529.30,529.30,,PO000091447749,Open,4871
3355823,3/1/2022,I260703946,Bluestem Brands,398.20,398.20,,PO000091447790,Open,4871
3355830,3/1/2022,I260703951,Bluestem Brands,398.20,398.20,,PO000091444330,Open,4871
3367563,3/2/2022,I260703988,Bluestem Brands,398.20,398.20,,PO000091457605,Open,4871
3367661,3/2/2022,I260703987,Bluestem Brands,1136.36,1136.36,,PO000091457461,Open,4871
3380341,3/3/2022,I260704046,Bluestem Brands,529.30,529.30,,PO000091450240,Open,4871
3380342,3/3/2022,I260704048,Bluestem Brands,398.20,398.20,,PO000091471865,Open,4871
3380435,3/3/2022,I260704034,Bluestem Brands,398.20,398.20,,PO000091463580,Open,4871
3380444,3/3/2022,I260704047,Bluestem Brands,265.20,265.20,,PO000091471433,Open,4871
3405311,3/4/2022,I260704076,Bluestem Brands,529.30,529.30,,PO000091477630,Open,4871
3405314,3/4/2022,I260704080,Bluestem Brands,141.65,141.65,,PO000091479256,Open,4871
3405321,3/4/2022,I260704089,Bluestem Brands,529.30,529.30,,PO000091479998,Open,4871
3405323,3/4/2022,I260704093,Bluestem Brands,265.20,265.20,,PO000091483246,Open,4871
3405327,3/4/2022,I260704099,Bluestem Brands,265.20,265.20,,PO000091480337,Open,4871
3405413,3/4/2022,I260704079,Bluestem Brands,265.20,265.20,,PO000091479693,Open,4871
3405416,3/4/2022,I260704084,Bluestem Brands,265.20,265.20,,PO000091483125,Open,4871
3405417,3/4/2022,I260704086,Bluestem Brands,265.20,265.20,,PO000091480737,Open,4871
3405510,3/4/2022,I260704116,Bluestem Brands,265.20,265.20,,PO000091479568,Open,4871
3417351,3/7/2022,I260704139,Bluestem Brands,398.20,398.20,,PO000091487993,Open,4871
3417354,3/7/2022,I260704143,Bluestem Brands,1139.18,1139.18,,PO000091499597,Open,4871
3417358,3/7/2022,I260704149,Bluestem Brands,529.30,529.30,,PO000091517784,Open,4871
3417359,3/7/2022,I260704151,Bluestem Brands,265.20,265.20,,PO000091501737,Open,4871
3417362,3/7/2022,I260704157,Bluestem Brands,265.20,265.20,,PO000091494627,Open,4871
3417363,3/7/2022,I260704159,Bluestem Brands,398.20,398.20,,PO000091486522,Open,4871
3417371,3/7/2022,I260704173,Bluestem Brands,708.27,708.27,,PO000091505138,Open,4871
3417373,3/7/2022,I260704177,Bluestem Brands,529.30,529.30,,PO000091499248,Open,4871
3417375,3/7/2022,I260704181,Bluestem Brands,265.20,265.20,,PO000091494348,Open,4871
3417376,3/7/2022,I260704183,Bluestem Brands,398.20,398.20,,PO000091496774,Open,4871
3417380,3/7/2022,I260704192,Bluestem Brands,529.30,529.30,,PO000091500706,Open,4871
3417445,3/7/2022,I260704128,Bluestem Brands,141.65,141.65,,PO000091505627,Open,4871
3417460,3/7/2022,I260704152,Bluestem Brands,265.20,265.20,,PO000091488987,Open,4871
3417468,3/7/2022,I260704168,Bluestem Brands,398.20,398.20,,PO000091511694,Open,4871
3417474,3/7/2022,I260704178,Bluestem Brands,265.20,265.20,,PO000091491440,Open,4871
3417484,3/7/2022,I260704197,Bluestem Brands,398.20,398.20,,PO000091496235,Open,4871
3428148,3/8/2022,I260704227,Bluestem Brands,398.20,398.20,,PO000091522435,Open,4871
3428156,3/8/2022,I260704236,Bluestem Brands,1139.18,1139.18,,PO000091520562,Open,4871
3435611,3/9/2022,I260704292,Bluestem Brands,529.30,529.30,,PO000091536583,Open,4871
3435714,3/9/2022,I260704299,Bluestem Brands,398.20,398.20,,PO000091533380,Open,4871
3444989,3/10/2022,I260704339,Bluestem Brands,265.20,265.20,,PO000091543921,Open,4871
3445007,3/10/2022,I260704369,Bluestem Brands,311.69,311.69,,PO000091547500,Open,4871
3445020,3/10/2022,I260704389,Bluestem Brands,265.20,265.20,,PO000091547825,Open,4871
3445091,3/10/2022,I260704342,Bluestem Brands,311.69,311.69,,PO000091546908,Open,4871
3445114,3/10/2022,I260704375,Bluestem Brands,265.20,265.20,,PO000091546041,Open,4871
3476639,3/11/2022,I260704428,Bluestem Brands,265.20,265.20,,PO000091551616,Open,4871
3476656,3/11/2022,I260704452,Bluestem Brands,529.30,529.30,,PO000091552003,Open,4871
3476734,3/11/2022,I260704421,Bluestem Brands,529.30,529.30,,PO000091558075,Open,4871
3476754,3/11/2022,I260704449,Bluestem Brands,398.20,398.20,,PO000091551526,Open,4871
3476758,3/11/2022,I260704455,Bluestem Brands,265.20,265.20,,PO000091553939,Open,4871
3488039,3/14/2022,I260704471,Bluestem Brands,265.20,265.20,,PO000091563508,Open,4871
3488041,3/14/2022,I260704475,Bluestem Brands,265.20,265.20,,PO000091587325,Open,4871
3488042,3/14/2022,I260704477,Bluestem Brands,398.20,398.20,,PO000091569355,Open,4871
3488046,3/14/2022,I260704484,Bluestem Brands,398.20,398.20,,PO000091571964,Open,4871
3488049,3/14/2022,I260704489,Bluestem Brands,141.65,141.65,,PO000091585450,Open,4871
3488052,3/14/2022,I260704495,Bluestem Brands,529.30,529.30,,PO000091561909,Open,4871
3488053,3/14/2022,I260704497,Bluestem Brands,529.30,529.30,,PO000091583736,Open,4871
3488058,3/14/2022,I260704504,Bluestem Brands,437.69,437.69,,PO000091578094,Open,4871
3488066,3/14/2022,I260704518,Bluestem Brands,265.20,265.20,,PO000091577132,Open,4871
3488143,3/14/2022,I260704479,Bluestem Brands,265.20,265.20,,PO000091581113,Open,4871
3488146,3/14/2022,I260704485,Bluestem Brands,1136.36,1136.36,,PO000091560193,Open,4871
3488150,3/14/2022,I260704494,Bluestem Brands,529.30,529.30,,PO000091560915,Open,4871
3488151,3/14/2022,I260704496,Bluestem Brands,265.20,265.20,,PO000091582703,Open,4871
3488159,3/14/2022,I260704511,Bluestem Brands,398.20,398.20,,PO000091587258,Open,4871
3498279,3/15/2022,I260704547,Bluestem Brands,529.30,529.30,,PO000091589835,Open,4871
3498282,3/15/2022,I260704550,Bluestem Brands,398.20,398.20,,PO000091587502,Open,4871
3498285,3/15/2022,I260704557,Bluestem Brands,265.20,265.20,,PO000091591762,Open,4871
3498290,3/15/2022,I260704565,Bluestem Brands,265.20,265.20,,PO000091588191,Open,4871
3498376,3/15/2022,I260704544,Bluestem Brands,141.65,141.65,,PO000091588993,Open,4871
3498381,3/15/2022,I260704551,Bluestem Brands,874.35,874.35,,PO000091587590,Open,4871
3498382,3/15/2022,I260704553,Bluestem Brands,1139.18,1139.18,,PO000091591878,Open,4871
3498384,3/15/2022,I260704558,Bluestem Brands,265.20,265.20,,PO000091589099,Open,4871
3498386,3/15/2022,I260704562,Bluestem Brands,398.20,398.20,,PO000091582811,Open,4871
3498390,3/15/2022,I260704570,Bluestem Brands,398.20,398.20,,PO000091592015,Open,4871
3507626,3/16/2022,I260704612,Bluestem Brands,265.20,265.20,,PO000091599936,Open,4871
3507645,3/16/2022,I260704642,Bluestem Brands,398.20,398.20,,PO000091602265,Open,4871
3507730,3/16/2022,I260704614,Bluestem Brands,141.65,141.65,,PO000091599961,Open,4871
3516498,3/17/2022,I260704651,Bluestem Brands,265.20,265.20,,PO000091610373,Open,4871
3516517,3/17/2022,I260704677,Bluestem Brands,529.30,529.30,,PO000091610511,Open,4871
3516598,3/17/2022,I260704650,Bluestem Brands,398.20,398.20,,PO000091616733,Open,4871
3516599,3/17/2022,I260704652,Bluestem Brands,265.20,265.20,,PO000091613805,Open,4871
3516607,3/17/2022,I260704667,Bluestem Brands,398.20,398.20,,PO000091613934,Open,4871
3516614,3/17/2022,I260704679,Bluestem Brands,265.20,265.20,,PO000091611825,Open,4871
3516617,3/17/2022,I260704681,Bluestem Brands,529.30,529.30,,PO000091617899,Open,4871
3547854,3/18/2022,I260704702,Bluestem Brands,529.30,529.30,,PO000091620297,Open,4871
3547860,3/18/2022,I260704711,Bluestem Brands,141.65,141.65,,PO000091626987,Open,4871
3547865,3/18/2022,I260704719,Bluestem Brands,398.20,398.20,,PO000091624309,Open,4871
3547871,3/18/2022,I260704727,Bluestem Brands,877.61,877.61,,PO000091622703,Open,4871
3547954,3/18/2022,I260704703,Bluestem Brands,1136.36,1136.36,,PO000091619898,Open,4871
3547956,3/18/2022,I260704706,Bluestem Brands,141.65,141.65,,PO000091630413,Open,4871
3547957,3/18/2022,I260704708,Bluestem Brands,877.61,877.61,,PO000091623704,Open,4871
3547959,3/18/2022,I260704712,Bluestem Brands,265.20,265.20,,PO000091627226,Open,4871
3547962,3/18/2022,I260704718,Bluestem Brands,265.20,265.20,,PO000091620538,Open,4871
3547965,3/18/2022,I260704724,Bluestem Brands,539.85,539.85,,PO000091626949,Open,4871
3547966,3/18/2022,I260704726,Bluestem Brands,398.20,398.20,,PO000091624871,Open,4871
3547967,3/18/2022,I260704728,Bluestem Brands,265.20,265.20,,PO000091624735,Open,4871
3547968,3/18/2022,I260704730,Bluestem Brands,708.27,708.27,,PO000091616798,Open,4871
3557185,3/21/2022,I260704750,Bluestem Brands,265.20,265.20,,PO000091640810,Open,4871
3557186,3/21/2022,I260704752,Bluestem Brands,437.69,437.69,,PO000091630823,Open,4871
3557208,3/21/2022,I260704794,Bluestem Brands,398.20,398.20,,PO000091637075,Open,4871
3557209,3/21/2022,I260704796,Bluestem Brands,311.69,311.69,,PO000091640037,Open,4871
3557297,3/21/2022,I260704775,Bluestem Brands,265.20,265.20,,PO000091644365,Open,4871
3557305,3/21/2022,I260704789,Bluestem Brands,265.20,265.20,,PO000091651309,Open,4871
3568703,3/22/2022,I260704832,Bluestem Brands,265.20,265.20,,PO000091660898,Open,4871
3568800,3/22/2022,I260704827,Bluestem Brands,398.20,398.20,,PO000091643122,Open,4871
3568809,3/22/2022,I260704841,Bluestem Brands,529.30,529.30,,PO000091663745,Open,4871
3568822,3/22/2022,I260704863,Bluestem Brands,398.20,398.20,,PO000091656376,Open,4871
3568823,3/22/2022,I260704865,Bluestem Brands,529.30,529.30,,PO000091652830,Open,4871
3568826,3/22/2022,I260704868,Bluestem Brands,265.20,265.20,,PO000091659157,Open,4871
3569005,3/22/2022,I260704875,Bluestem Brands,529.30,529.30,,PO000091664845,Open,4871
3580723,3/23/2022,I260704945,Bluestem Brands,398.20,398.20,,PO000091671178,Open,4871
3580848,3/23/2022,I260704940,Bluestem Brands,265.20,265.20,,PO000091660263,Open,4871
3593082,3/24/2022,I260704978,Bluestem Brands,265.20,265.20,,PO000091679613,Open,4871
3593086,3/24/2022,I260704984,Bluestem Brands,529.30,529.30,,PO000091680283,Open,4871
3593094,3/24/2022,I260704996,Bluestem Brands,529.30,529.30,,PO000091677391,Open,4871
3593114,3/24/2022,I260705026,Bluestem Brands,529.30,529.30,,PO000091681841,Open,4871
3593183,3/24/2022,I260704979,Bluestem Brands,398.20,398.20,,PO000091679296,Open,4871
3593187,3/24/2022,I260704987,Bluestem Brands,398.20,398.20,,PO000091680153,Open,4871
3593189,3/24/2022,I260704991,Bluestem Brands,398.20,398.20,,PO000091678515,Open,4871
3593190,3/24/2022,I260704993,Bluestem Brands,529.30,529.30,,PO000091678680,Open,4871
3593193,3/24/2022,I260704997,Bluestem Brands,311.69,311.69,,PO000091678275,Open,4871
3593194,3/24/2022,I260705000,Bluestem Brands,529.30,529.30,,PO000091677063,Open,4871
3625297,3/25/2022,I260705065,Bluestem Brands,265.20,265.20,,PO000091690055,Open,4871
3625302,3/25/2022,I260705071,Bluestem Brands,141.65,141.65,,PO000091695568,Open,4871
3625583,3/25/2022,I260705052,Bluestem Brands,398.20,398.20,,PO000091687611,Open,4871
3633068,3/28/2022,I260705104,Bluestem Brands,398.20,398.20,,PO000091701924,Open,4871
3633071,3/28/2022,I260705108,Bluestem Brands,398.20,398.20,,PO000091702787,Open,4871
3633072,3/28/2022,I260705110,Bluestem Brands,529.30,529.30,,PO000091701617,Open,4871
3633078,3/28/2022,I260705120,Bluestem Brands,311.69,311.69,,PO000091706186,Open,4871
3633079,3/28/2022,I260705122,Bluestem Brands,529.30,529.30,,PO000091711337,Open,4871
3633080,3/28/2022,I260705124,Bluestem Brands,265.20,265.20,,PO000091706826,Open,4871
3633083,3/28/2022,I260705130,Bluestem Brands,265.20,265.20,,PO000091716770,Open,4871
3633085,3/28/2022,I260705134,Bluestem Brands,398.20,398.20,,PO000091712683,Open,4871
3633086,3/28/2022,I260705136,Bluestem Brands,398.20,398.20,,PO000091725488,Open,4871
3633087,3/28/2022,I260705138,Bluestem Brands,265.20,265.20,,PO000091705949,Open,4871
3633093,3/28/2022,I260705148,Bluestem Brands,141.65,141.65,,PO000091725430,Open,4871
3633168,3/28/2022,I260705105,Bluestem Brands,529.30,529.30,,PO000091701256,Open,4871
3633169,3/28/2022,I260705107,Bluestem Brands,398.20,398.20,,PO000091701183,Open,4871
3633178,3/28/2022,I260705121,Bluestem Brands,398.20,398.20,,PO000091713419,Open,4871
3633180,3/28/2022,I260705125,Bluestem Brands,265.20,265.20,,PO000091716392,Open,4871
3633183,3/28/2022,I260705131,Bluestem Brands,265.20,265.20,,PO000091716420,Open,4871
3645759,3/29/2022,I260705195,Bluestem Brands,265.20,265.20,,PO000091729892,Open,4871
3645762,3/29/2022,I260705200,Bluestem Brands,265.20,265.20,,PO000091731495,Open,4871
3645765,3/29/2022,I260705205,Bluestem Brands,398.20,398.20,,PO000091706239,Open,4871
3645768,3/29/2022,I260705209,Bluestem Brands,141.65,141.65,,PO000091736165,Open,4871
3645769,3/29/2022,I260705211,Bluestem Brands,265.20,265.20,,PO000091727047,Open,4871
3645862,3/29/2022,I260705203,Bluestem Brands,265.20,265.20,,PO000091733002,Open,4871
3645863,3/29/2022,I260705206,Bluestem Brands,398.20,398.20,,PO000091729622,Open,4871
3645865,3/29/2022,I260705210,Bluestem Brands,265.20,265.20,,PO000091734526,Open,4871
3645872,3/29/2022,I260705224,Bluestem Brands,398.20,398.20,,PO000091711990,Open,4871
3645882,3/29/2022,I260705240,Bluestem Brands,398.20,398.20,,PO000091733973,Open,4871
3655086,3/30/2022,I260705294,Bluestem Brands,265.20,265.20,,PO000091744065,Open,4871
3655088,3/30/2022,I260705296,Bluestem Brands,265.20,265.20,,PO000091742257,Open,4871
3655089,3/30/2022,I260705297,Bluestem Brands,398.20,398.20,,PO000091746005,Open,4871
3655090,3/30/2022,I260705298,Bluestem Brands,529.30,529.30,,PO000091743526,Open,4871
3655091,3/30/2022,I260705299,Bluestem Brands,529.30,529.30,,PO000091746628,Open,4871
3655092,3/30/2022,I260705300,Bluestem Brands,265.20,265.20,,PO000091748006,Open,4871
3667171,3/31/2022,I260705368,Bluestem Brands,265.20,265.20,,PO000091758399,Open,4871
3667960,3/31/2022,I260705328,Bluestem Brands,1136.36,1136.36,,PO000091755153,Open,4871
3667969,3/31/2022,I260705344,Bluestem Brands,398.20,398.20,,PO000091755213,Open,4871
3667971,3/31/2022,I260705347,Bluestem Brands,529.30,529.30,,PO000091754590,Open,4871
3667974,3/31/2022,I260705351,Bluestem Brands,444.76,444.76,,PO000091756920,Open,4871
3667979,3/31/2022,I260705359,Bluestem Brands,265.20,265.20,,PO000091758927,Open,4871
3698980,4/1/2022,I260705423,Bluestem Brands,265.20,265.20,,PO000091762716,Open,4871
3699076,4/1/2022,I260705428,Bluestem Brands,398.20,398.20,,PO000091762394,Open,4871
3699079,4/1/2022,I260705434,Bluestem Brands,877.61,877.61,,PO000091766654,Open,4871
3699087,4/1/2022,I260705444,Bluestem Brands,708.27,708.27,,PO000091770372,Open,4871
3699088,4/1/2022,I260705445,Bluestem Brands,265.20,265.20,,PO000091770498,Open,4871
3708241,4/4/2022,I260705467,Bluestem Brands,265.20,265.20,,PO000091775356,Open,4871
3708242,4/4/2022,I260705469,Bluestem Brands,141.65,141.65,,PO000091779781,Open,4871
3708244,4/4/2022,I260705472,Bluestem Brands,529.30,529.30,,PO000091785750,Open,4871
3708245,4/4/2022,I260705474,Bluestem Brands,398.20,398.20,,PO000091787292,Open,4871
3708337,4/4/2022,I260705462,Bluestem Brands,141.65,141.65,,PO000091772668,Open,4871
3708341,4/4/2022,I260705468,Bluestem Brands,265.20,265.20,,PO000091778262,Open,4871
3708342,4/4/2022,I260705471,Bluestem Brands,398.20,398.20,,PO000091778356,Open,4871
3708343,4/4/2022,I260705473,Bluestem Brands,141.65,141.65,,PO000091790703,Open,4871
3708355,4/4/2022,I260705496,Bluestem Brands,1136.36,1136.36,,PO000091793798,Open,4871
3708357,4/4/2022,I260705501,Bluestem Brands,265.20,265.20,,PO000091796126,Open,4871
3720306,4/5/2022,I260705560,Bluestem Brands,444.76,444.76,,PO000091793519,Open,4871
3720319,4/5/2022,I260705580,Bluestem Brands,398.20,398.20,,PO000091804098,Open,4871
3720322,4/5/2022,I260705584,Bluestem Brands,265.20,265.20,,PO000091804392,Open,4871
3720427,4/5/2022,I260705585,Bluestem Brands,141.65,141.65,,PO000091804774,Open,4871
